,Country Code,Year,SVMCI
155,AZE,2004,0.20044340265451915
156,AZE,2005,0.21946791604108018
157,AZE,2006,0.1758630325673472
158,AZE,2007,0.20128031989370718
159,AZE,2008,0.18403912982193563
160,AZE,2009,0.1637109810393689
161,AZE,2010,0.17140634239791774
162,AZE,2011,0.1636178099487271
163,AZE,2012,0.1753422357777933
164,AZE,2013,0.14935709654154972
165,AZE,2014,0.13531169603825277
166,AZE,2015,0.13856771670736748
167,AZE,2016,0.12809672874860958
168,BEL,1996,0.7694673725078789
169,BEL,1997,0.7625603779448409
170,BEL,1998,0.7824703411679553
171,BEL,1999,0.7765784806272094
172,BEL,2000,0.7803837470352423
173,BEL,2001,0.7996022923393835
174,BEL,2002,0.781263402150207
175,BEL,2003,0.8210676845968674
176,BEL,2004,0.8390894070380177
177,BEL,2005,0.8427488014746035
178,BEL,2006,0.8378726217172133
179,BEL,2007,0.8467825246065694
180,BEL,2008,0.8485672996740597
181,BEL,2009,0.8327551026141458
182,BEL,2010,0.8360401748439199
183,BEL,2011,0.8169072491357227
184,BEL,2012,0.8104119365583019
185,BEL,2013,0.8199890913635628
186,BEL,2014,0.827017852508864
187,BEL,2015,0.8423773810868419
188,BEL,2016,0.8329136596595658
189,BFA,1996,0.16387168907711036
190,BFA,1997,0.27395891109420256
191,BFA,1998,0.15647163585844237
192,BFA,1999,0.3132166121824953
193,BFA,2000,0.3333657147320465
194,BFA,2001,0.23734680880015283
195,BFA,2002,0.1789128457495057
196,BFA,2003,0.18737256700454916
197,BFA,2004,0.1696551996053295
198,BFA,2005,0.16692788911772904
199,BFA,2006,0.16999564456536254
200,BFA,2007,0.18685003651381038
201,BFA,2008,0.16969249537030906
202,BFA,2009,0.16091503064992219
203,BFA,2010,0.15809014990153222
204,BFA,2011,0.15130503016487964
205,BFA,2012,0.15409476579073952
206,BFA,2013,0.13715754618776216
207,BFA,2014,0.143330930692411
208,BFA,2015,0.16519189966948064
209,BFA,2016,0.3107857699511805
210,BGD,1996,0.09698800393713146
211,BGD,1997,0.19856581754658917
212,BGD,1998,0.22594292931673515
213,BGD,1999,0.14924115906337354
214,BGD,2000,0.16568301594945656
215,BGD,2001,0.10344281882346565
216,BGD,2002,0.14424701887103591
217,BGD,2003,0.1471278369924364
218,BGD,2004,0.13862280313181843
219,BGD,2005,0.14029389361573902
220,BGD,2006,0.13063495759740168
221,BGD,2007,0.11583623198305883
222,BGD,2008,0.08389802432572895
223,BGD,2009,0.10196696009931348
224,BGD,2010,0.08177232508795607
225,BGD,2011,0.057005610967004
226,BGD,2012,0.05195977700685471
227,BGD,2013,0.05764584604081484
228,BGD,2014,0.0694317111860577
229,BGD,2015,0.08204389976773727
230,BGD,2016,0.09151736605050625
231,BGR,1996,0.17319012987855123
232,BGR,1997,0.39279680564725145
233,BGR,1998,0.40898298124089055
234,BGR,1999,0.3422197160564311
235,BGR,2000,0.29579383225866
236,BGR,2001,0.17938767099818037
237,BGR,2002,0.22245194769527726
238,BGR,2003,0.1584631327468231
239,BGR,2004,0.10683772686567235
240,BGR,2005,0.12851315662229904
241,BGR,2006,0.17783438113988825
242,BGR,2007,0.17086643785762887
243,BGR,2008,0.11694568625294464
244,BGR,2009,0.12843994274379938
245,BGR,2010,0.1333543741080896
246,BGR,2011,0.09945846341674786
247,BGR,2012,0.12393945489877696
248,BGR,2013,0.10572100350625166
249,BGR,2014,0.09397802263253797
250,BGR,2015,0.09694954881232913
251,BGR,2016,0.10087738093330134
252,BHR,1996,0.1684611200851306
253,BHR,1997,0.24856621364634146
254,BHR,1998,0.24985013519078947
255,BHR,1999,0.2692502975678234
256,BHR,2000,0.2698257295235242
257,BHR,2001,0.20221400876401993
258,BHR,2002,0.1933421736733431
259,BHR,2003,0.24294006587702915
260,BHR,2004,0.26969295080520755
261,BHR,2005,0.19107810363170985
262,BHR,2006,0.1532258393406565
263,BHR,2007,0.17644143453497807
264,BHR,2008,0.20897787272870355
265,BHR,2009,0.2318657339239235
266,BHR,2010,0.21245058997234026
267,BHR,2011,0.22180924170215296
268,BHR,2012,0.22980528376315068
269,BHR,2013,0.27775398617257024
270,BHR,2014,0.2972492137680013
271,BHR,2015,0.30511226847313666
272,BHR,2016,0.3261446911135341
273,BHS,1996,0.7987253294630009
274,BHS,1997,0.8771586773198403
275,BHS,1998,0.8360377457722168
276,BHS,1999,0.8510110012866715
277,BHS,2000,0.8286362759057443
278,BHS,2001,0.8153577362519229
279,BHS,2002,0.8253103022101433
280,BHS,2003,0.82312055250284
281,BHS,2004,0.8394472830191952
282,BHS,2005,0.8509817044610214
283,BHS,2006,0.7754847289243766
284,BHS,2007,0.8170752594386632
285,BHS,2008,0.8169083236769025
286,BHS,2009,0.7344334390792298
287,BHS,2010,0.7876296895094516
288,BHS,2011,0.7694121410796746
289,BHS,2012,0.7515007293766837
290,BHS,2013,0.7461557392076522
291,BHS,2014,0.6888951728995615
292,BHS,2015,0.6640791649800027
293,BHS,2016,0.6265675781456927
294,BLR,1996,0.16152502743409564
295,BLR,1997,0.18776471848212548
296,BLR,1998,0.18979974895037188
297,BLR,1999,0.21149451035488942
298,BLR,2000,0.2770770489986776
299,BLR,2001,0.2649702680745933
300,BLR,2002,0.25431945739143574
301,BLR,2003,0.1670980824903397
302,BLR,2004,0.1907764850419141
303,BLR,2005,0.21437093303981422
304,BLR,2006,0.2055988709123993
305,BLR,2007,0.2056623097008327
306,BLR,2008,0.20954755340329204
307,BLR,2009,0.20201636426039069
308,BLR,2010,0.19556645669363842
309,BLR,2011,0.1980414274363747
310,BLR,2012,0.20503161818905824
311,BLR,2013,0.2022801392321018
312,BLR,2014,0.20994173940681463
313,BLR,2015,0.2064892569857459
314,BLR,2016,0.1977219209572069
315,BOL,1996,0.29851394712583407
316,BOL,1997,0.16721396563498162
317,BOL,1998,0.13081017812217774
318,BOL,1999,0.12225032143182504
319,BOL,2000,0.12422026390148987
320,BOL,2001,0.12985687083182038
321,BOL,2002,0.12314711752275158
322,BOL,2003,0.14993941718734552
323,BOL,2004,0.12866176361198237
324,BOL,2005,0.12396099870441556
325,BOL,2006,0.22297030565056608
326,BOL,2007,0.19623298826471444
327,BOL,2008,0.1723144062169332
328,BOL,2009,0.2065641642407832
329,BOL,2010,0.23031919677481363
330,BOL,2011,0.217176235737795
331,BOL,2012,0.21813638955556144
332,BOL,2013,0.19169747604761067
333,BOL,2014,0.1787166445620834
334,BOL,2015,0.15977262849112842
335,BOL,2016,0.16218671565933365
336,BRA,1996,0.04006438482493257
337,BRA,1997,0.11746913521718176
338,BRA,1998,0.1384213110036386
339,BRA,1999,0.17874715112102918
340,BRA,2000,0.19566100697514788
341,BRA,2001,0.159303092486371
342,BRA,2002,0.25467246719915265
343,BRA,2003,0.1678393569047767
344,BRA,2004,0.1681487123536315
345,BRA,2005,0.15512993995302052
346,BRA,2006,0.12705964982632145
347,BRA,2007,0.13588421487433375
348,BRA,2008,0.11561385026638647
349,BRA,2009,0.1208365882150987
350,BRA,2010,0.10281524167279436
351,BRA,2011,0.08387851396699006
352,BRA,2012,0.07434895803041039
353,BRA,2013,0.0755893706836685
354,BRA,2014,0.11761700679685996
355,BRA,2015,0.12442194723758043
356,BRA,2016,0.11199697077481659
357,BRN,1996,0.5379120452574215
358,BRN,1997,0.4582009894183413
359,BRN,1998,0.46081873431617215
360,BRN,1999,0.39666105454839196
361,BRN,2000,0.434689385921516
362,BRN,2001,0.43989983905826735
363,BRN,2002,0.46564403022243694
364,BRN,2003,0.38863724858816273
365,BRN,2004,0.21623548542597745
366,BRN,2005,0.16396444236913038
367,BRN,2006,0.22065343345789198
368,BRN,2007,0.32917224569324727
369,BRN,2008,0.3239144571480581
370,BRN,2009,0.3145715268458046
371,BRN,2010,0.3195626434207087
372,BRN,2011,0.3494331197185536
373,BRN,2012,0.3448639417449236
374,BRN,2013,0.27682937611427233
375,BRN,2014,0.3077229669241052
376,BRN,2015,0.2828273382458682
377,BRN,2016,0.31803314604088095
378,BWA,1996,0.3212788550741721
379,BWA,1997,0.35087896351503883
380,BWA,1998,0.29518314248523925
381,BWA,1999,0.29370645462256295
382,BWA,2000,0.28010591539831964
383,BWA,2001,0.3042871480262623
384,BWA,2002,0.31200898420071294
385,BWA,2003,0.4293252360682181
386,BWA,2004,0.40009318630831037
387,BWA,2005,0.4123326255007798
388,BWA,2006,0.3768410904427876
389,BWA,2007,0.3855369335360785
390,BWA,2008,0.3962460151647301
391,BWA,2009,0.3593744533499335
392,BWA,2010,0.37227953276011044
393,BWA,2011,0.40688272225668953
394,BWA,2012,0.43206320238137624
395,BWA,2013,0.39709086210462907
396,BWA,2014,0.3906250736361957
397,BWA,2015,0.38966407313934365
398,BWA,2016,0.383634031486595
399,CAN,1996,0.8103542104035467
400,CAN,1997,0.7947846410453584
401,CAN,1998,0.7966677089001287
402,CAN,1999,0.809803433000682
403,CAN,2000,0.8152163245215392
404,CAN,2001,0.790727402589714
405,CAN,2002,0.8037685864667845
406,CAN,2003,0.8109400250405462
407,CAN,2004,0.8252008096103619
408,CAN,2005,0.8456827234232606
409,CAN,2006,0.8319420629377849
410,CAN,2007,0.8330508420900904
411,CAN,2008,0.8320616431609251
412,CAN,2009,0.8291273450036767
413,CAN,2010,0.8232463815741649
414,CAN,2011,0.8211952678764826
415,CAN,2012,0.8239696381751191
416,CAN,2013,0.8360711789813836
417,CAN,2014,0.8299698761980832
418,CAN,2015,0.8482777099270961
419,CAN,2016,0.8381114755880862
420,CHE,1996,0.7873874730378366
421,CHE,1997,0.7783359714778906
422,CHE,1998,0.7554789765732685
423,CHE,1999,0.7683722578339309
424,CHE,2000,0.762851692381082
425,CHE,2001,0.764214693060871
426,CHE,2002,0.7512165156907515
427,CHE,2003,0.7551291183947167
428,CHE,2004,0.7612134376321964
429,CHE,2005,0.7562937003948856
430,CHE,2006,0.760954217900976
431,CHE,2007,0.7554851020278427
432,CHE,2008,0.7596391234862323
433,CHE,2009,0.7626151872961253
434,CHE,2010,0.7685568397025562
435,CHE,2011,0.761450462186246
436,CHE,2012,0.740399831652646
437,CHE,2013,0.7389708907189166
438,CHE,2014,0.7383873137335373
439,CHE,2015,0.7441533958533134
440,CHE,2016,0.7478242759985465
441,CHL,1996,0.6527899707916615
442,CHL,1997,0.8410043804116053
443,CHL,1998,0.732357510552281
444,CHL,1999,0.7812373731291745
445,CHL,2000,0.7385663986022155
446,CHL,2001,0.7773913562664608
447,CHL,2002,0.8705224259445214
448,CHL,2003,0.8101909359177032
449,CHL,2004,0.7973533750779316
450,CHL,2005,0.8366557505599617
451,CHL,2006,0.7743579812510045
452,CHL,2007,0.7985842229500582
453,CHL,2008,0.7845666325570412
454,CHL,2009,0.8386986600860444
455,CHL,2010,0.8840953794348546
456,CHL,2011,0.8616714310833259
457,CHL,2012,0.8633332583752104
458,CHL,2013,0.844276379397198
459,CHL,2014,0.8208216689859925
460,CHL,2015,0.7867883969087973
461,CHL,2016,0.7340437972209274
462,CHN,1996,0.20014235993720753
463,CHN,1997,0.20820640585483202
464,CHN,1998,0.12497257235147491
465,CHN,1999,0.11488128656749748
466,CHN,2000,0.14234627703342143
467,CHN,2001,0.13670584611497089
468,CHN,2002,0.1458644348824128
469,CHN,2003,0.20299654182333388
470,CHN,2004,0.18515613937861577
471,CHN,2005,0.13171940250512768
472,CHN,2006,0.11198742216179498
473,CHN,2007,0.11655147284506454
474,CHN,2008,0.10909870557476989
475,CHN,2009,0.09894716543981107
476,CHN,2010,0.11019858281663712
477,CHN,2011,0.11965688546435162
478,CHN,2012,0.11996761745070178
479,CHN,2013,0.10433928496317643
480,CHN,2014,0.12114293863019263
481,CHN,2015,0.1372788298564738
482,CHN,2016,0.13982996112353405
483,CIV,1996,0.10611850461641437
484,CIV,1997,0.14645751955292644
485,CIV,1998,0.1561690512908634
486,CIV,1999,0.2399783143702478
487,CIV,2000,0.06865018608679704
488,CIV,2001,0.07726268867609946
489,CIV,2002,0.09603791190171436
490,CIV,2003,0.1924815977566363
491,CIV,2004,0.17960121368870546
492,CIV,2005,0.1893200086451713
493,CIV,2006,0.17435105409555593
494,CIV,2007,0.15856462563993648
495,CIV,2008,0.15693915021151825
496,CIV,2009,0.14480581630967593
497,CIV,2010,0.16168914004952936
498,CIV,2011,0.1292821239155065
499,CIV,2012,0.11712374555991897
500,CIV,2013,0.1460994159709313
501,CIV,2014,0.13973449983980205
502,CIV,2015,0.07855998001820017
503,CIV,2016,0.11664100829833206
504,CMR,1996,0.00017685884942368867
505,CMR,1997,0.1390519989611208
506,CMR,1998,0.22899992354672263
507,CMR,1999,0.1975532776443548
508,CMR,2000,0.21659751403091299
509,CMR,2001,0.1798707968615826
510,CMR,2002,0.19636033649661103
511,CMR,2003,0.17624750555939594
512,CMR,2004,0.1461102103469857
513,CMR,2005,0.16854118508201965
514,CMR,2006,0.19441166779010877
515,CMR,2007,0.19682666158335102
516,CMR,2008,0.21634399606352134
517,CMR,2009,0.22828076478133874
518,CMR,2010,0.2246573482815463
519,CMR,2011,0.17598136072768958
520,CMR,2012,0.13632207940246888
521,CMR,2013,0.16403149305321602
522,CMR,2014,0.14103571175270907
523,CMR,2015,0.139879546870567
524,CMR,2016,0.14229314292833695
525,COG,1996,0.10614539658188878
526,COG,1997,0.08606652016943471
527,COG,1998,0.2923285359796922
528,COG,1999,0.4504886674037841
529,COG,2000,0.3529078773135099
530,COG,2001,0.32876505819217244
531,COG,2002,0.16609936153172522
532,COG,2003,0.10877334800870943
533,COG,2004,0.10140739709447535
534,COG,2005,0.12073858536672082
535,COG,2006,0.15301796636041654
536,COG,2007,0.16502637623004787
537,COG,2008,0.15497327587329138
538,COG,2009,0.16866106628288155
539,COG,2010,0.1669503392118134
540,COG,2011,0.1812433676826347
541,COG,2012,0.17853937659365773
542,COG,2013,0.1784485278283874
543,COG,2014,0.1801692063882862
544,COG,2015,0.1703907159784661
545,COG,2016,0.17627282880823145
546,COL,1996,0.16321878728005537
547,COL,1997,0.18247860615726524
548,COL,1998,0.21917018302516092
549,COL,1999,0.1994062067853684
550,COL,2000,0.14176167960936795
551,COL,2001,0.21150801647206266
552,COL,2002,0.2445436374535792
553,COL,2003,0.31344010515308746
554,COL,2004,0.32197557527586546
555,COL,2005,0.29156878764257765
556,COL,2006,0.3055853854006045
557,COL,2007,0.29724419732828106
558,COL,2008,0.2907535689978013
559,COL,2009,0.2549671586830942
560,COL,2010,0.23218786479400438
561,COL,2011,0.27304057765241396
562,COL,2012,0.29600473986911013
563,COL,2013,0.2135108055704865
564,COL,2014,0.15255417151969872
565,COL,2015,0.15340876073938622
566,COL,2016,0.11160829720779289
567,CRI,1996,0.3453215156672007
568,CRI,1997,0.34769583867172726
569,CRI,1998,0.47305143400212957
570,CRI,1999,0.4157612995505903
571,CRI,2000,0.46485813760943934
572,CRI,2001,0.3425805118964566
573,CRI,2002,0.35105341197970935
574,CRI,2003,0.21698615775470928
575,CRI,2004,0.1914011016844031
576,CRI,2005,0.20159516612571726
577,CRI,2006,0.18279182429549454
578,CRI,2007,0.15822235764116668
579,CRI,2008,0.14010563698998627
580,CRI,2009,0.19538063284439366
581,CRI,2010,0.22098350436578557
582,CRI,2011,0.17825599510284817
583,CRI,2012,0.24153143387478132
584,CRI,2013,0.23307266710081864
585,CRI,2014,0.2166009811122819
586,CRI,2015,0.20447772072677153
587,CRI,2016,0.1899031747633807
588,CUB,1996,0.2906760089195095
589,CUB,1997,0.26385141584174415
590,CUB,1998,0.15908641915684188
591,CUB,1999,0.18442702814280176
592,CUB,2000,0.16850387479410528
593,CUB,2001,0.12892802746265486
594,CUB,2002,0.14248357963337768
595,CUB,2003,0.16688453600184097
596,CUB,2004,0.17286969901306584
597,CUB,2005,0.1677586697711757
598,CUB,2006,0.14200883032761213
599,CUB,2007,0.1469966347433142
600,CUB,2008,0.1694755379427433
601,CUB,2009,0.1550102343487986
602,CUB,2010,0.15090068573880794
603,CUB,2011,0.1537291831631588
604,CUB,2012,0.15943326261293408
605,CUB,2013,0.16418178206694
606,CUB,2014,0.13620507111729638
607,CUB,2015,0.13538830721026981
608,CUB,2016,0.14680069784407138
609,CYP,1996,0.7667979155978364
610,CYP,1997,0.781969165548029
611,CYP,1998,0.7341730164338599
612,CYP,1999,0.7600609295644462
613,CYP,2000,0.7435597269271318
614,CYP,2001,0.7979388046805965
615,CYP,2002,0.7910053104033475
616,CYP,2003,0.7336251456542873
617,CYP,2004,0.7590476864725687
618,CYP,2005,0.7784873152964686
619,CYP,2006,0.7972029049898587
620,CYP,2007,0.8134876241129178
621,CYP,2008,0.8142889308485469
622,CYP,2009,0.8522039172735459
623,CYP,2010,0.8665170134851164
624,CYP,2011,0.8597188458998932
625,CYP,2012,0.8221095728515694
626,CYP,2013,0.7705938771732492
627,CYP,2014,0.7268251009324672
628,CYP,2015,0.7759598365131619
629,CYP,2016,0.7404831099058676
630,CZE,1996,0.7669225850872271
631,CZE,1997,0.7231178575227094
632,CZE,1998,0.7023658293022645
633,CZE,1999,0.693897049358181
634,CZE,2000,0.5511728744540807
635,CZE,2001,0.6871745083079442
636,CZE,2002,0.7528605444041706
637,CZE,2003,0.7060213578669955
638,CZE,2004,0.6324737049593625
639,CZE,2005,0.7183767629897524
640,CZE,2006,0.7630924902003091
641,CZE,2007,0.7442221707752604
642,CZE,2008,0.7745558867198079
643,CZE,2009,0.717693427664999
644,CZE,2010,0.7414446152084303
645,CZE,2011,0.7927539500076474
646,CZE,2012,0.7831836071260765
647,CZE,2013,0.7846997435682156
648,CZE,2014,0.8330033998219295
649,CZE,2015,0.8047805627407405
650,CZE,2016,0.7578732032684388
651,DEU,1996,0.7676189114653529
652,DEU,1997,0.7793222460708449
653,DEU,1998,0.7862770677219988
654,DEU,1999,0.8189980004894829
655,DEU,2000,0.8040540811028875
656,DEU,2001,0.794488648295441
657,DEU,2002,0.8230099801584538
658,DEU,2003,0.8248652918516886
659,DEU,2004,0.8174129605024949
660,DEU,2005,0.8145256915807945
661,DEU,2006,0.8101766218595146
662,DEU,2007,0.8180063436856582
663,DEU,2008,0.8034909760438809
664,DEU,2009,0.8124007813509365
665,DEU,2010,0.8259399866017839
666,DEU,2011,0.8310475465735851
667,DEU,2012,0.8268089829434553
668,DEU,2013,0.814218001269499
669,DEU,2014,0.8088178329301946
670,DEU,2015,0.8271229836465395
671,DEU,2016,0.8341674444788236
672,DNK,1996,0.7915770502510119
673,DNK,1997,0.7666726853421878
674,DNK,1998,0.7765456002319777
675,DNK,1999,0.7837920018849903
676,DNK,2000,0.785610620534574
677,DNK,2001,0.7862696769163618
678,DNK,2002,0.7978242496176752
679,DNK,2003,0.7938633954852615
680,DNK,2004,0.8246481410268052
681,DNK,2005,0.8169677433094308
682,DNK,2006,0.8164702733042024
683,DNK,2007,0.8025336162240136
684,DNK,2008,0.8125847379986146
685,DNK,2009,0.8261811949792847
686,DNK,2010,0.8278277475796446
687,DNK,2011,0.8415830436500306
688,DNK,2012,0.8599950755409577
689,DNK,2013,0.8644969002210079
690,DNK,2014,0.842391088883352
691,DNK,2015,0.8466130183000875
692,DNK,2016,0.8613375675421007
693,DOM,1996,0.1262557208906376
694,DOM,1997,0.16960251562762793
695,DOM,1998,0.17982303094896165
696,DOM,1999,0.20132785626981625
697,DOM,2000,0.2968370409917377
698,DOM,2001,0.28406461085493123
699,DOM,2002,0.28318245726572344
700,DOM,2003,0.2047280423628407
701,DOM,2004,0.17022199865101015
702,DOM,2005,0.1593241465480603
703,DOM,2006,0.1629508733086236
704,DOM,2007,0.18176348615867965
705,DOM,2008,0.18439503705582758
706,DOM,2009,0.19063272193021183
707,DOM,2010,0.18669737222228502
708,DOM,2011,0.17852534412026128
709,DOM,2012,0.2009221831799106
710,DOM,2013,0.20192094723644524
711,DOM,2014,0.18857372498589778
712,DOM,2015,0.20321056127628642
713,DOM,2016,0.18618168637801658
714,DZA,1996,0.3414098271966918
715,DZA,1997,0.2569463388696203
716,DZA,1998,0.22261453428785088
717,DZA,1999,0.1865842234740299
718,DZA,2000,0.18826139561372573
719,DZA,2001,0.1695128456948307
720,DZA,2002,0.16112487016364882
721,DZA,2003,0.15934749918573357
722,DZA,2004,0.19593144616105773
723,DZA,2005,0.1729800653367974
724,DZA,2006,0.1739548212921418
725,DZA,2007,0.16641204362104722
726,DZA,2008,0.16397958167458002
727,DZA,2009,0.15327406022934026
728,DZA,2010,0.1469614373980766
729,DZA,2011,0.11583059019587658
730,DZA,2012,0.12020638385302636
731,DZA,2013,0.12517471551547069
732,DZA,2014,0.122374636897537
733,DZA,2015,0.1252868245835575
734,DZA,2016,0.12343070742041083
735,ECU,1996,0.10669292799983995
736,ECU,1997,0.17683106037565688
737,ECU,1998,0.17929993182562037
738,ECU,1999,0.12438200787473945
739,ECU,2000,0.15098405090934072
740,ECU,2001,0.1050378590109085
741,ECU,2002,0.09542222303283063
742,ECU,2003,0.08035218600983919
743,ECU,2004,0.08407783432581345
744,ECU,2005,0.08589016803788245
745,ECU,2006,0.09791602943797822
746,ECU,2007,0.09615093788203932
747,ECU,2008,0.1112862667031622
748,ECU,2009,0.12439318035845316
749,ECU,2010,0.12894258878158563
750,ECU,2011,0.11967392445999556
751,ECU,2012,0.12017708238658878
752,ECU,2013,0.1224795535801034
753,ECU,2014,0.13525058720426633
754,ECU,2015,0.12730506523481194
755,ECU,2016,0.14002558362272752
756,EGY,1996,0.2053744240425872
757,EGY,1997,0.21748562977233582
758,EGY,1998,0.20438075303519868
759,EGY,1999,0.18525953988229635
760,EGY,2000,0.19134854564898113
761,EGY,2001,0.18514127700455327
762,EGY,2002,0.19479020987943227
763,EGY,2003,0.21913300134923014
764,EGY,2004,0.2186210514027714
765,EGY,2005,0.17119719929015156
766,EGY,2006,0.16075983644952846
767,EGY,2007,0.15244730971285197
768,EGY,2008,0.15221626877738215
769,EGY,2009,0.14526975024004807
770,EGY,2010,0.1475188776996625
771,EGY,2011,0.16012310200960606
772,EGY,2012,0.17519540784407733
773,EGY,2013,0.17706505786189694
774,EGY,2014,0.18117564883587067
775,EGY,2015,0.1988775581084669
776,EGY,2016,0.2011279991334799
777,ESP,1996,0.850414623911682
778,ESP,1997,0.82467471702556
779,ESP,1998,0.8897860693911684
